Sendungsnummer,length_cm,width_cm,height_cm,weight_in_g,fragile,perishable,house_number,street,post_code,city,date
2520,41,39,51,680,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2521,85,45,11,1420,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2522,16,37,66,3890,1,1,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2523,112,113,37,12270,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2524,124,105,70,11040,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2525,124,84,21,6450,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2526,75,45,58,60,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2527,41,20,52,4880,1,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2528,17,49,23,1080,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2529,93,155,28,1010,0,1,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2530,239,21,17,1660,0,1,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2531,62,72,215,1070,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2532,93,146,100,3010,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2533,70,13,34,1320,1,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2534,29,56,53,2880,1,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2535,290,44,30,1370,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2536,151,31,152,1290,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2537,166,87,12,1540,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2538,238,24,64,2310,1,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2539,65,107,59,13160,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2540,109,72,46,1110,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2541,68,60,61,540,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2542,99,117,56,1500,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2543,76,191,43,3910,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2544,88,141,30,4930,1,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2545,97,32,31,2340,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2546,148,201,40,360,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2547,108,152,52,400,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2548,116,127,135,15720,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2549,39,109,15,2290,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2550,231,14,171,4490,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2551,213,39,79,4490,1,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
2552,14,80,35,8090,1,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2553,88,12,28,2270,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2554,42,31,26,120,0,1,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2555,70,44,112,260,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2556,110,159,101,17640,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2557,45,99,92,2020,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2558,92,24,6,1620,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2559,96,10,172,1730,0,1,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2560,220,184,84,27660,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2561,152,52,55,300,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2562,172,109,102,15510,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2563,144,48,50,3480,1,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
2564,28,43,7,380,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2565,175,74,29,1940,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2566,89,7,62,3930,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2567,85,41,1,2130,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2568,165,81,193,880,1,1,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
2569,239,116,139,250,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2570,13,37,56,3330,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2571,81,28,44,2360,1,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
2572,55,121,28,1560,0,1,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2573,102,77,14,70,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2574,155,13,66,1570,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2575,115,123,126,17010,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2576,162,58,111,2960,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2577,105,33,68,830,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2578,103,83,73,510,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2579,160,11,84,1390,1,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2580,126,154,203,30520,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2581,36,91,122,1000,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2582,106,70,65,740,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2583,87,105,13,1840,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2584,61,13,94,4130,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2585,77,58,46,810,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2586,13,56,54,2080,1,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2587,255,141,41,1840,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2588,29,29,5,310,0,1,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2589,81,128,102,11150,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2590,194,60,59,1840,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2591,78,177,35,2380,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2592,56,14,167,1490,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
2593,252,45,12,1820,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
2594,113,133,120,16590,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
2595,138,94,47,2330,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2596,94,117,63,14140,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2597,37,126,41,1210,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2598,97,5,89,1500,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2599,15,47,33,1630,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2600,86,39,59,3970,0,1,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2601,55,84,44,1580,0,1,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2602,126,158,110,13910,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2603,162,60,84,9370,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2604,99,148,93,2450,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2605,15,124,129,3180,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2606,126,39,16,2550,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2607,84,71,135,240,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2608,75,189,60,590,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2609,165,104,111,19020,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2610,238,130,30,3530,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2611,93,212,64,1730,1,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2612,44,79,185,240,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2613,123,157,79,16780,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2614,152,85,6,1960,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2615,50,101,72,750,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2616,107,33,94,2300,1,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2617,42,96,105,2040,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2618,131,62,45,2440,0,1,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2619,212,102,75,14030,1,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2620,36,12,68,2880,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2621,107,77,51,710,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2622,18,41,65,280,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2623,25,57,92,1080,0,1,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2624,25,81,122,450,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2625,83,118,121,170,1,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2626,25,118,4,3080,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2627,215,112,132,13610,0,1,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2628,112,135,116,12530,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2629,53,147,116,810,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2630,62,95,2,2450,0,1,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2631,24,136,29,170,1,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2632,223,132,59,14570,0,1,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2633,96,125,17,1720,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2634,42,31,68,340,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2635,50,27,16,1120,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2636,94,116,211,4080,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2637,89,73,69,4810,1,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2638,85,54,21,8820,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2639,145,120,33,7690,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2640,29,203,27,2220,1,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2641,26,85,122,4090,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2642,31,60,101,2550,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2643,153,59,69,1040,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
2644,41,24,74,2150,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2645,114,11,133,1530,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2646,26,111,18,1920,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2647,108,96,179,2260,0,1,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2648,116,151,101,16410,1,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
2649,113,122,120,17170,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2650,11,73,105,14700,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2651,76,16,139,1590,1,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2652,22,26,57,3220,1,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2653,89,75,87,2480,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2654,117,122,68,14640,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2655,32,139,34,1870,1,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2656,104,31,5,900,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2657,86,64,26,1260,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2658,161,44,24,2340,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2659,58,97,39,890,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2660,42,62,107,1700,1,1,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2661,173,149,124,16240,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2662,37,133,31,2110,1,1,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2663,69,196,8,920,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2664,53,15,46,880,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2665,208,122,56,390,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2666,24,279,24,810,0,1,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2667,132,133,45,1590,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2668,175,106,181,17070,0,1,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2669,52,252,23,2240,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2670,138,31,128,1990,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2671,269,276,59,1680,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2672,92,70,51,3320,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2673,20,55,15,800,1,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
2674,15,72,19,860,0,1,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2675,37,6,6,2450,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2676,19,55,83,250,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2677,209,152,155,1540,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2678,174,207,139,18210,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2679,290,57,113,1280,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2680,59,17,6,3610,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2681,47,73,35,420,0,1,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2682,161,77,15,4040,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2683,160,78,48,10610,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2684,46,118,72,320,1,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2685,176,21,33,2500,0,1,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2686,160,274,86,710,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2687,289,19,18,2020,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2688,75,202,45,1090,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2689,101,141,44,1350,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
2690,45,10,83,1090,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2691,71,159,51,50,0,1,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2692,222,236,24,840,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2693,152,142,126,20050,0,1,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2694,164,164,146,29320,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2695,32,112,46,3240,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2696,10,167,75,4420,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2697,159,127,138,21020,1,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2698,91,41,9,1960,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2699,96,18,27,3010,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2700,12,135,31,1630,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2701,50,39,186,4310,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2702,103,268,121,820,0,1,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2703,64,129,84,3910,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2704,68,123,36,10780,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2705,83,24,50,100,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2706,23,112,49,830,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2707,214,47,62,1880,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2708,15,8,50,2340,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2709,173,24,126,15150,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2710,82,126,135,1290,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2711,183,173,66,3670,0,1,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2712,235,48,117,1790,0,1,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2713,114,260,67,4130,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2714,87,119,37,1840,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2715,98,94,77,2260,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2716,48,222,38,1210,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2717,221,178,102,30090,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2718,33,87,96,380,1,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2719,71,225,7,1330,0,1,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2720,128,217,116,19510,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2721,85,99,110,750,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2722,60,45,72,160,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2723,97,54,16,3080,1,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2724,127,103,132,21330,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2725,134,112,54,190,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2726,84,259,65,1260,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2727,40,48,95,3690,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2728,173,251,121,8050,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2729,218,20,50,600,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2730,166,146,52,2450,1,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2731,29,86,60,680,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
2732,267,258,79,25690,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
2733,93,31,91,3020,0,1,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2734,216,80,72,2100,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2735,49,16,80,4720,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2736,87,84,19,190,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2737,113,30,51,2170,1,1,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2738,135,54,103,4230,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2739,75,155,14,710,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2740,87,136,94,190,1,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2741,62,140,124,1420,1,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2742,34,81,4,2050,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2743,110,169,27,5660,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2744,56,84,116,3210,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2745,37,12,47,530,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2746,61,44,16,140,0,1,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2747,68,133,84,2450,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2748,125,50,47,1210,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2749,142,115,88,21570,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2750,158,88,135,2160,0,1,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2751,40,55,47,1790,0,1,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2752,220,55,82,3110,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2753,71,77,57,340,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2754,12,80,20,7270,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2755,52,16,92,4370,0,1,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2756,91,87,108,10320,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2757,36,174,52,1850,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2758,65,154,72,18090,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2759,40,110,49,4550,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2760,126,103,27,2170,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2761,179,129,79,11850,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2762,213,47,91,2250,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2763,72,77,159,1220,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2764,82,17,205,4540,1,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2765,26,20,15,120,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2766,202,74,64,1410,1,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2767,90,83,75,160,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2768,23,86,2,3940,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2769,122,116,73,310,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2770,132,224,18,2480,1,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2771,87,155,135,3690,0,1,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2772,11,84,171,1190,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
2773,92,41,137,2960,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2774,83,70,44,4150,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2775,171,13,178,12530,1,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2776,50,42,27,440,1,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2777,30,69,18,320,1,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2778,31,131,5,2260,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2779,93,33,60,830,0,1,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2780,155,28,54,1210,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2781,74,75,48,2650,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2782,40,53,117,4050,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2783,162,60,46,14950,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2784,39,12,24,1660,0,1,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
2785,103,126,181,28660,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
